Fecha,Ciudad,Sucursal,Categoría,Índice_Laspeyres,Precio_Promedio_Pond,Inflación_Mensual_Acum,Inflación_Diaria
2026-08-10,La Paz,Calacoto,Abarrotes,99.76,26.54,-0.23999999999999488,0.1344136948386223
2026-08-10,La Paz,Calacoto,Bebidas,100.0,33.78,0.0,0.0
2026-08-10,La Paz,Calacoto,Lácteos y Derivados,100.0,58.0,0.0,0.0
2026-08-10,La Paz,Calacoto,Frutas y Verduras,86.3698,84.04,-13.630200000000002,0.0
2026-08-10,La Paz,Calacoto,Panadería,100.0,45.0,0.0,0.0
2026-08-11,La Paz,Calacoto,Carnes,100.0,0.0,0.0,0.0
2026-08-11,La Paz,Calacoto,Abarrotes,99.9977,22.63,-0.002300000000005298,0.0023827185244587046
2026-08-11,La Paz,Calacoto,Bebidas,100.0,37.16,0.0,0.0
2026-08-11,La Paz,Calacoto,Lácteos y Derivados,100.0,32.92,0.0,0.0
2026-08-11,La Paz,Calacoto,Frutas y Verduras,100.0,39.29,0.0,0.1578121056202515
2026-08-11,Santa Cruz,Roca y Coronado,Carnes,100.0,0.0,0.0,0.0
2026-08-11,Santa Cruz,Roca y Coronado,Abarrotes,100.0,24.45,0.0,0.0
2026-08-11,Santa Cruz,Roca y Coronado,Bebidas,100.0,26.31,0.0,0.0
2026-08-11,Santa Cruz,Roca y Coronado,Lácteos y Derivados,100.0,44.47,0.0,0.0
2026-08-11,Santa Cruz,Roca y Coronado,Frutas y Verduras,100.0,39.56,0.0,0.0
2026-08-11,Santa Cruz,Roca y Coronado,Panadería,100.0,41.52,0.0,0.0
2026-08-12,La Paz,Calacoto,Carnes,100.0,0.0,0.0,0.0
2026-08-12,La Paz,Calacoto,Abarrotes,100.0705,22.62,0.07049999999999557,0.0007280167443850516
2026-08-12,La Paz,Calacoto,Bebidas,100.0074,37.04,0.00740000000000407,7.400000000012952e-05
2026-08-12,La Paz,Calacoto,Lácteos y Derivados,100.0,32.84,0.0,0.0
2026-08-12,La Paz,Calacoto,Frutas y Verduras,100.0694,41.79,0.06940000000000168,0.0006939999999999724
2026-08-12,La Paz,Calacoto,Panadería,100.0,48.1,0.0,0.0
2026-08-12,Santa Cruz,Roca y Coronado,Carnes,100.0,0.0,0.0,0.0
2026-08-12,Santa Cruz,Roca y Coronado,Abarrotes,99.9097,24.41,-0.09029999999999916,-0.0009029999999999871
2026-08-12,Santa Cruz,Roca y Coronado,Bebidas,99.8682,26.33,-0.13179999999999836,-0.0013179999999999303
2026-08-12,Santa Cruz,Roca y Coronado,Lácteos y Derivados,100.0326,44.28,0.03260000000000218,0.0003260000000000485
2026-08-12,Santa Cruz,Roca y Coronado,Frutas y Verduras,99.9804,39.62,-0.019599999999996953,-0.00019599999999997397
2026-08-12,Santa Cruz,Roca y Coronado,Panadería,100.1674,40.83,0.16740000000000066,0.0016739999999999533
